#################################################################################################################################
# Volcano-tectonic architecture of Bioko Island (Equatorial Guinea) derived from TanDEM-X synthetic aperture radar data
# Supplementary Material – Bulletin of Volcanology
#
# Jacob Brauner (1), Thomas R. Walter (2), Oscar A.N. Ela (3), Loÿc Vanderkluysen (1)
# 
# (1) Drexel University, Philadelphia, PA, USA
# (2) Deutsches GeoForschungsZentrum GFZ, Potsdam, Germany
# (3) Universidad Nacional de Guinea Ecuatorial, Malabo, Equatorial Guinea
# Corresponding Author: JB, email: jb4356@drexel.edu
#################################################################################################################################

OBJECTID;LAT;LON;Proj_E;Proj_N;ElevMin;ElevMax;AreaBase;WidthBase;AxisBaseMin(s);AxisBaseMax(s);AxisBaseMean(s);AxisBaseMin(bc);AxisBaseMax(bc);AxisBaseMean(bc);AxisBaseMax;ElevLowCurve;ElevLowCurveFraction;AreaLowCurve;WidthLowCurve;AxisLowCurve;ElevSummitReg;ElevSummitRegFraction;AreaSummitReg;WidthSummitReg;AxisSummitRegMax(cont);HeightMax;HeightPoly1;HeightTIN;HeightIDW;VolMax;VolPoly1;VolTIN;VolIDW;EIoutline;IIoutline;EIavg;IIavg;HWratioPOLY1;HWratioTIN;HWratioIDW;WWratio(cont);SlopeMin(tot);SlopeMax(tot);SlopeMean(tot);SlopeMedian(tot);SlopeSD(tot);SlopeMean(flank);SlopeMedian(flank);SlopeSD(flank);SlopeMean(lowflank);SlopeMedian(lowflank);SlopeSD(lowflank);SlopeMean(mainflank);SlopeMedian(mainflank);SlopeSD(mainflank);SlopeMean(summit);SlopeMedian(summit);SlopeSD(summit);ElevSlopeMax;HeightFracSlopeMax;SlopeAvgMax;AzimAxisBaseMax(s);AzimAxisBaseMax(bc);AzimAxisBaseMax;AzimCurvesAvg;PeaksNumTot;PeaksNumFlank;PeaksNumSummit;HolesNumTot;HolesNumFlank;HolesNumSummit;NumMainCurvesFlank;NumMainCurvesSummit;NumSlopeBins
263;3.3915548;8.6259767;458452.69;374881.12;1282.3;1422.53;0.227448;538.14104;439.9036;533.82335;486.10025;435.56472;629.47005;534.23863;660.87213;1386;0.739499;0.04929374;250.52492;375.49381;1415;0.946294;0.00624506;89.170946;170.6862;140.235;66.5947;55.2505;79.257;0.017318472;0.005524835;0.00458547;0.007800577;1.5081434;1.0764898;2.88845;1.07316;0.12374958;0.10266916;0.14727916;0.16570181;2.64329;32.9593;19.1313;19.5847;6.5793;19.4115;19.8861;6.39224;19.0357;19.6947;6.61072;21.5367;21.7107;4.503;10.1178;13.5908;6.67822;1399;0.8322;31.2538;135;45;29.3578;51.646;4;4;0;0;0;0;30;7;141
264;3.3964421;8.6311602;459028.69;375421.12;1239.21;1420.84;0.3726;688.77358;478.0839;792;627.73613;619.90363;779.82852;694.81274;799.32973;1358;0.654031;0.13233248;410.47649;554.86982;1417;0.978865;0.005758001;8.56E+01;116.94406;181.632;102.398;98.4099;103.172;0.038857687;0.015941707;0.013928436;0.016043393;1.3467872;1.0626185;2.08133;1.04572;0.14866778;0.14287701;0.14979052;0.12431239;1.6294;39.1951;22.5944;23.8507;7.45292;22.8288;23.8842;7.26556;23.0855;24.7316;7.49934;22.3081;23.1676;6.77187;7.96344;9.03562;3.45919;1374;0.742122;31.3659;118.072;120.964;125.838;60.284;2;2;0;0;0;0;60;3;182
265;3.402302;8.6250004;458344.69;376069.12;985.227;1327.39;0.893592;1066.6568;817.92169;1249.9216;1002.0848;828;1357.1179;1103.2738;1370.8391;1243;0.753361;0.22338627;533.31438;719.69444;1294;0.902412;0.050050436;252.44047;466.42892;342.164;183.122;140.858;186.078;0.16243602;0.054089643;0.037313513;0.060812289;1.6516713;1.0719767;2.26204;1.20841;0.17167876;0.13205563;0.17445021;0.23666514;1.8598;43.8896;25.2147;25.5658;7.8729;25.6624;26.0286;7.73104;25.8894;25.8062;7.72353;24.6833;26.2711;7.71638;17.6143;17.6461;6.26856;1244;0.756284;37.1728;73.6105;66.0375;60.0685;62.2079;3;2;1;2;2;0;52;33;343
266;3.41533;8.6266157;458524.69;377509.12;761.153;884.037;0.146448;431.81406;311.64677;527.64673;417.51425;337.86595;511.59969;419.64896;519.19938;856;0.77184;0.039988999;225.64479;239.36826;873;0.910181;0.016334193;144.21283;163.92604;122.885;74.7438;71.4092;77.1671;0.01218898;0.00437693;0.003675145;0.00463036;1.4456887;1.0837387;1.15475;1.04024;0.17309264;0.16537035;0.1787045;0.33396974;1.83315;37.156;20.7692;22.3412;8.85181;22.0051;23.367;8.19825;22.1938;23.5603;8.44472;20.9462;22.4972;6.75552;9.45606;8.74135;6.37653;863;0.828804;27.0502;45;33.6901;56.3099;75.3133;2;2;0;0;0;0;18;11;124
267;3.4185867;8.6262904;458488.69;377869.12;633.767;829.764;0.254664;569.42802;379.58409;633.65295;507.77871;425.9143;699.62338;562.89932;695.27547;815;0.924674;0.017332105;148.55276;245.8997;815;0.924674;0.017332105;148.55276;245.8997;195.997;77.529;61.0318;86.7439;0.031961775;0.008628709;0.005796854;0.009899133;1.4908576;1.0742754;2.74003;1.07443;0.1361524;0.10718089;0.15233514;0.26088066;3.90501;37.3456;23.1219;24.1014;7.1068;23.7537;24.6832;6.69649;23.7537;24.6832;6.69649;-1;-1;-1;13.0126;13.3611;5.89755;815;0.924674;14.2471;126.027;122.005;111.25;72.9742;0;0;0;0;0;0;1;14;197
268;3.4299764;8.6032754;455932.69;379129.12;355.323;524.528;0.18792;489.14943;129.79984;482.99067;379.76887;340.99688;762.49216;562.82228;759.4208;502;0.86686;0.005486768;83.582114;218.2247;524;0.99688;0.0000195;4.98E+00;38.44257;169.205;50.892;47.4183;77.1851;0.015649601;0.002120877;0.001328508;0.003277239;2.4103598;1.1064999;11.6806;1.01684;0.10404182;0.096940386;0.15779444;0.010187375;3.06025;39.5141;24.9207;25.9102;7.88409;24.991;25.9253;7.90085;25.3259;26.1024;7.74384;14.1402;13.2481;5.01793;19.0558;21.3791;3.28562;502;0.86686;23.8768;26.5651;63.4349;58.5704;90;2;2;0;0;0;0;23;0;170
269;3.4094397;8.5605048;451180.69;376861.12;724.534;976.114;0.756864;981.66652;705.65295;1559.5057;1052.2622;665.47012;1605.6387;1056.6284;1598.6595;921;0.780927;0.25095898;565.27063;795.8104;968;0.967746;0.030762254;197.90836;452.18261;251.58;122.234;109.288;131.335;0.12446191;0.033172062;0.029356288;0.039891733;2.6520639;1.1402938;2.36476;1.46997;0.12451653;0.11132883;0.13378757;0.20160447;0.236121;35.41;20.0101;20.8433;7.11481;20.502;21.1321;6.78108;20.0174;20.6752;6.9035;21.8323;22.6021;6.26288;9.78315;9.77892;6.21263;940;0.85645;28.3883;47.8624;53.7462;54.1623;52.8286;4;3;1;2;2;0;48;8;253
270;3.3244667;8.6341037;459352.69;367465.12;1196.11;1362.7;0.347328;665.00506;363.56475;808.99688;642.38983;475.59969;798.49223;681.73929;822.50347;1359;0.977814;0.00184702;48.494311;127.87288;1359;0.977814;0.00184702;4.85E+01;127.87288;166.585;76.5104;86.4491;95.9014;0.036944308;0.011914376;0.012399091;0.013755547;1.529768;1.122546;6.95305;1.30688;0.11505232;0.12999765;0.14421148;0.07292322;0.813582;48.0969;21.0714;22.345;9.68131;21.4522;22.5546;9.46357;21.4522;22.5546;9.46357;-1;-1;-1;5.237;6.67247;3.35867;1359;0.977814;10.9161;116.565;116.565;113.199;90;3;3;0;0;0;0;1;3;167
271;3.3368332;8.6094705;456616.69;368833.12;1381.3;1630.05;0.804168;1011.8787;823.17851;1170.8703;987.09995;847.07879;1231.3674;1028.5423;1238.7349;1601;0.88321;0.038413681;221.15564;364.08228;1601;0.88321;0.038413681;221.15564;364.08228;248.749;167.671;161.633;156.623;0.13186986;0.042703109;0.03361645;0.037798779;1.4986486;1.0772938;2.71021;1.03649;0.16570257;0.15973573;0.15478453;0.21855944;1.49886;47.925;22.3713;22.2002;10.0565;22.8357;22.5652;10.0134;22.8357;22.5652;10.0134;-1;-1;-1;16.5433;16.4545;8.76661;1601;0.88321;13.2009;104.931;125.538;125.538;113.298;4;4;0;3;3;0;1;29;250
272;3.3462761;8.6046058;456076.69;369877.12;1280.69;1544.17;0.636984;900.57381;606.55895;1074.2215;820.52978;794.98972;1051.3674;889.00475;1080.5999;1521;0.912078;0.026914551;185.11799;434.14899;1527;0.934851;0.014266478;1.35E+02;292.14143;263.476;125.408;137.36;135.943;0.094524914;0.024116677;0.025796824;0.026147544;1.4397636;1.0927828;5.21249;1.13105;0.13925312;0.15252455;0.15095193;0.149656;1.50465;49.591;23.4153;23.0915;10.1791;23.6636;23.4389;10.1115;23.7965;23.5177;10.0834;18.0607;15.6874;10.1222;12.6954;9.97278;7.01748;1525;0.92726;22.7191;40.1009;35.5377;29.9816;107.795;5;4;1;0;0;0;7;17;265
273;3.3498551;8.5958546;455104.69;370273.12;1279.48;1355.3;0.097848;352.9645;291.56469;370.08394;333.84619;304.99691;399.56469;349.96543;410.46316;1337;0.758618;0.025200193;179.12532;278.61817;1345;0.864137;0.01050831;115.6702;170.97307;75.8157;44.4044;47.5922;42.5675;0.004829319;0.001668298;0.001553557;0.001732671;1.3523412;1.0723318;2.27255;1.25935;0.12580421;0.13483555;0.12059996;0.32771058;1.58384;36.7576;15.9383;14.5635;8.47043;16.3055;14.5847;8.67508;16.8845;15.2461;8.91315;11.6733;12.6222;4.51057;12.9636;14.5635;6.12259;1340;0.798188;13.3443;15.9454;168.69;164.745;156.292;2;1;1;0;0;0;9;10;77
274;3.361257;8.6029794;455896.69;371533.12;1354.93;1669.51;1.210464;1241.455;678.55895;1362.1624;1054.8136;949.29538;1403.9999;1245.9007;1411.8243;1623;0.852157;0.053923777;262.02649;426.79008;1660;0.969775;0.004365957;74.558094;121.32961;314.579;137.897;136.719;141.306;0.16957377;0.045177234;0.03785005;0.046087684;1.2933002;1.1265988;2.864;1.04525;0.11107719;0.11012822;0.11382292;0.060057023;1.65725;44.6677;24.1063;25.0863;9.52942;24.1703;25.1224;9.50158;24.1961;25.1224;9.5798;23.528;25.4705;7.36194;11.5229;11.0117;6.68168;1628;0.868051;31.1117;124.16;143.13;160.641;45.3424;4;4;0;3;3;0;38;9;316
275;3.3739519;8.5867706;454096.69;372937.12;1267.59;1352.97;0.10368;363.33108;201.79984;433.79551;327.53763;252;434.97946;362.51721;445.29541;1333;0.766146;0.020976442;163.42593;224.31049;1339;0.836424;0.013674511;1.32E+02;190.97972;85.3759;43.2744;46.1381;43.0139;0.005982563;0.00137616;0.001455778;0.001674149;1.5020741;1.134957;2.02014;1.01484;0.11910463;0.12698628;0.11838766;0.36316869;2.13061;30.2554;15.3083;15.6176;6.76287;15.5755;15.7353;6.86209;15.7654;15.9497;6.86692;13.7482;11.8988;6.99158;13.4156;15.321;5.92553;1335;0.789572;16.723;174.289;9.46232;165.964;110.048;2;2;0;0;0;0;7;13;86
276;3.3687434;8.5926061;454744.69;372361.12;1285.34;1407.14;0.208008;514.62997;216;560.16795;401.26963;410.51242;583.59972;511.71439;613.05791;1398;0.924975;0.011894935;123.06543;247.49152;1398;0.924975;0.011894935;123.06543;247.49152;121.795;43.0811;48.868;49.8662;0.016457229;0.002612661;0.00179;0.003504391;1.4190995;1.109726;4.04435;1.14036;0.083712682;0.09495763;0.096897216;0.23913382;0.889609;35.8996;15.9227;16.405;9.01262;16.5254;17.6011;9.08156;16.5254;17.6011;9.08156;-1;-1;-1;9.63209;8.67817;5.15585;1398;0.924975;22.8273;15.9454;56.3099;49.7636;106.913;2;2;0;0;0;0;1;9;123
277;3.3765653;8.6058899;456220.69;373225.12;1343.5;1488.12;0.150984;438.45045;188.49842;505.4974;379.54626;353.91426;506.55844;437.37194;509.11688;1472;0.888532;0.021427676;165.17434;251.73078;1484;0.971505;0.004824264;78.373745;137.01935;144.626;59.1582;64.1356;60.994;0.014570457;0.003567799;0.003668214;0.003766874;1.3483231;1.0820272;2.48619;1.0572;0.13492563;0.14627792;0.13911268;0.17875166;0.836373;36.9764;21.9167;22.2095;7.18742;22.3968;22.8257;6.92113;23.0322;23.84;6.74289;14.836;14.2827;4.03748;11.5933;12.3919;4.93263;1474;0.902361;20.4041;94.7636;98.1301;98.1301;72.5108;2;2;0;0;0;0;13;4;146
278;3.3746097;8.6023259;455824.69;373009.12;1304.43;1439.03;0.209304;516.23069;116.49841;652.48256;436.73803;470.24125;619.90363;551.51082;672.53549;1435;0.970084;0.004709987;77.439922;139.33866;1435;0.970084;0.004709987;77.439922;139.33866;134.599;59.2025;59.5369;63.3676;0.01553263;0.004702465;0.003436529;0.004361749;1.6972382;1.1654403;3.23753;1.2262;0.11468228;0.11532996;0.12275046;0.1500103;0.726343;36.9764;17.4116;16.8846;6.52928;17.684;17.125;6.34525;17.684;17.125;6.34525;-1;-1;-1;7.54954;9.03528;5.91399;1435;0.970084;5.22498;97.125;40.6013;105.524;148.887;2;2;0;0;0;0;1;4;136
279;3.3863287;8.5887098;454312.69;374305.12;1089.26;1311.7;0.49248;791.86173;497.39952;885.13309;693.73375;614.55844;919.07872;807.39981;936;1290;0.902428;0.040966412;228.38576;371.46804;1290;0.902428;0.040966412;2.28E+02;371.46804;222.446;131.519;114.031;123.417;0.070875618;0.025641097;0.01984619;0.023090224;1.3971821;1.1139343;2.64548;1.04509;0.16608839;0.14400368;0.15585628;0.28841621;0.766429;49.3627;24.9791;26.2901;8.79828;26.5928;27.6479;7.95644;26.5928;27.6479;7.95644;-1;-1;-1;14.6632;15.3832;6.71316;1290;0.902428;22.684;166.607;151.39;157.38;95.5614;2;1;1;0;0;0;1;21;223
280;3.3700416;8.5819112;453556.69;372505.12;1319.83;1368.61;0.047952;247.09185;158.91169;263.68396;209.3526;188.49844;273.79986;247.63918;290.24128;1361;0.843962;0.00558546;84.330473;130.86245;1361;0.843962;0.00558546;84.330473;130.86245;48.7811;21.2028;17.8724;22.8053;0.00178439;0.000308448;0.000244003;0.00045343;1.3797535;1.0617589;2.40803;1.01678;0.08580922;0.072331146;0.092294821;0.34129201;1.1264;25.0516;12.205;11.4146;5.36;13.4512;12.6066;4.9775;13.4512;12.6066;4.9775;-1;-1;-1;7.46942;8.50862;4.08691;1361;0.843962;14.0019;18.4349;56.3099;60.2551;71.2736;1;1;0;0;0;0;1;7;50
281;3.3762273;8.5767234;452980.69;373189.12;1278.99;1340.86;0.05832;272.49831;144;295.59969;230.35208;209.82337;340.99688;267.61116;354.55888;1336;0.921373;0.001817599;48.106534;74.189232;1336;0.921373;0.001817599;48.106534;74.189232;61.873;23.944;27.6992;21.1176;0.002824344;0.0007364;0.000664701;0.000482303;1.6929694;1.0472834;2.37834;1.02458;0.087868324;0.10164914;0.077496091;0.17653883;3.8155;22.3508;14.5117;15.2115;4.91643;15.1847;15.4794;4.40624;15.1847;15.4794;4.40624;-1;-1;-1;5.59454;5.72822;0.80561;1336;0.921373;9.46995;33.6901;63.4349;66.0375;90;0;0;0;0;0;0;1;4;63
282;3.3811104;8.5718602;452440.69;373729.12;1151.45;1327.87;0.198288;502.46205;293.84198;596.16788;432.31792;340.99688;629.47005;521.96114;613.05791;1310;0.898726;0.011929797;123.24565;159.91864;1310;0.898726;0.011929797;123.24565;159.91864;176.412;52.2689;46.7393;58.994;0.020974417;0.00439646;0.003164333;0.003982532;1.4886632;1.0981828;1.68366;1.09554;0.10402561;0.093020473;0.1174099;0.24528349;7.17495;34.6842;19.947;20.5727;5.7634;20.1372;20.7509;5.63358;20.1372;20.7509;5.63358;-1;-1;-1;16.4387;16.7318;7.29976;1310;0.898726;21.6363;15.9454;45;49.7636;64.2183;0;0;0;0;0;0;1;17;177
283;3.3726441;8.5751046;452800.69;372793.12;1337.03;1410.32;0.121824;393.8415;304.99691;506.97942;394.09181;324;504;390.09471;509.11688;1405;0.927466;0.000961188;3.50E+01;46.101843;1405;0.927466;0.000961188;3.50E+01;46.101843;73.2871;30.7285;30.3832;39.139;0.006490865;0.001051001;0.00094881;0.00175348;1.67106;1.1084821;1.73667;1.08853;0.078022543;0.077145701;0.099377637;0.088825515;1.64102;27.4296;12.4038;10.1608;6.45582;12.6158;10.2019;6.41298;12.6158;10.2019;6.41298;-1;-1;-1;4.70392;4.38666;0.952092;1405;0.927466;6.52826;80.5377;90;98.1301;90;3;3;0;0;0;0;1;5;74
284;3.3560402;8.5890466;454348.69;370957.12;1321.69;1509.03;0.473688;776.6069;650.55837;914.44393;772.71336;601.49535;941.11688;778.38766;950.42725;1442;0.642188;0.14877888;4.35E+02;612.27878;1474;0.812995;0.048650912;2.49E+02;289.13684;187.346;142.625;135.74;141.26;0.048440253;0.023033932;0.022024437;0.023322801;1.4977359;1.1057238;1.73566;1.06467;0.18365084;0.1747855;0.18189447;0.3204788;1.57945;36.5622;21.7833;23.0024;7.44868;22.2307;23.6259;7.43665;22.8602;24.1908;7.14695;19.9756;20.7909;8.04358;17.4054;17.0113;6.09164;1463;0.75428;30.9903;127.569;135;142.696;111.971;2;2;0;0;0;0;33;35;189
285;3.3605938;8.5751098;452800.69;371461.12;1366.33;1588.98;0.9072;1074.7478;663.85114;1419.4035;1052.0271;701.52594;1463.2877;1115.7955;1476;1510;0.645259;0.3263546;6.45E+02;976.13326;1548;0.815929;0.13235418;4.11E+02;796.73325;222.652;137.506;145.705;138.659;0.11493943;0.048265364;0.047494107;0.048408192;1.8860777;1.1245705;2.75182;1.3729;0.12794301;0.13557164;0.12901521;0.38195949;0.904923;39.104;21.1371;22.0016;7.13532;21.9967;22.6978;6.58748;21.1817;21.7614;6.40203;24.7334;26.2155;6.48323;15.806;15.0402;8.06772;1522;0.699155;31.1148;99.7824;104.744;102.68;84.8555;4;1;3;2;2;0;39;40;223
286;3.3560308;8.5673342;451936.69;370957.12;1413.87;1530.66;0.079056;317.26522;137.82337;390.55888;240.62494;245.82338;373.86595;312.44283;387.73186;1512;0.840203;0.011369667;1.20E+02;144.05454;1530;0.99433;0.000320081;2.02E+01;39.844743;116.787;51.9506;49.0662;55.2035;0.005484116;0.001552417;0.001335125;0.0015013;1.493544;1.0884124;1.6015;1.03698;0.1637449;0.15465345;0.17399793;0.063630104;6.26296;31.3267;21.7394;22.4122;5.51489;22.0468;23.1051;5.21174;22.2583;23.217;5.25069;20.053;20.082;4.70588;10.5179;14.7728;6.01733;1513;0.848766;27.5808;113.962;111.801;111.801;116.934;0;0;0;0;0;0;19;0;118
287;3.3586367;8.5683053;452044.69;371245.12;1428.04;1581.91;0.20412;509.79765;407.68396;540;490.31121;443.68403;578.24128;514.41552;580.48256;1530;0.66265;0.091106273;340.58788;399.01056;1546;0.766634;0.055823901;266.60307;342.48124;153.87;87.464;76.8126;80.3407;0.020989664;0.006710323;0.00513226;0.005850682;1.2965303;1.0563151;1.52601;1.07427;0.17156609;0.15067276;0.15759331;0.5229586;3.94657;39.2847;20.3042;18.6112;8.23325;21.4545;20.1104;8.32687;21.2527;20.0284;8.7422;22.2765;21.687;6.43498;16.6395;16.1922;6.80545;1534;0.688646;32.4711;36.8699;119.745;119.745;104.43;2;2;0;0;0;0;17;35;154
288;3.3625442;8.5666832;451864.69;371677.12;1481.35;1587.41;0.203472;508.98781;410.51242;567.7319;486.88742;425.91423;584.86356;504.55968;593.7272;1555;0.694441;0.050185635;2.53E+02;289.85415;1582;0.949019;0.004172504;7.29E+01;150.40752;106.058;66.9541;70.6715;68.3954;0.011407605;0.004690744;0.004101513;0.004542731;1.3606899;1.0956349;1.75561;1.09083;0.13154363;0.13884715;0.13437529;0.143201;1.18403;35.8353;16.903;16.0323;7.28414;17.1493;16.238;7.19544;17.0117;16.0323;7.54945;17.7162;16.859;5.56284;8.33083;5.76223;5.23227;1560;0.741585;28.8827;68.1986;75.9638;75.9638;98.6135;2;2;0;0;0;0;28;5;107
289;3.3599358;8.560203;451144.69;371389.12;1517.03;1643.95;0.21384;521.79453;0;663.8072;344.67016;399.56469;650.24128;531.27098;663.8072;1643;0.992482;0.00000673;2.92627;5.2229422;1643;0.992482;0.00000673;2.92627;5.2229422;126.923;63.3729;80.2777;52.979;0.017612392;0.005786008;0.006352728;0.004770482;1.6183962;1.0683177;3.18568;1.11509;0.12145188;0.15384927;0.10153231;0.005608089;0.380717;37.0123;18.7576;18.7403;8.1654;18.8057;18.7403;8.16062;18.8057;18.7403;8.16062;-1;-1;-1;9.77003;9.77003;0;0;-11.9524;0;102.529;82.875;102.529;40.1043;5;5;0;0;0;0;1;0;127
290;3.3615617;8.5546931;450532.69;371569.12;1622.64;1828.38;0.351216;668.71675;0;742.15901;457.27487;548.86356;749.39955;659.30569;762.82635;1828;0.998136;0.00000116;1.215241;1.8487072;1828;0.998136;0.00000116;1.22E+00;1.8487072;205.744;70.1281;61.3441;61.8429;0.040990577;0.008201228;0.006940178;0.007858739;1.3012686;1.0885703;2.31426;1.16767;0.10486959;0.091734081;0.092479956;0.001817273;1.82132;37.3644;21.4531;22.4522;7.50625;21.5064;22.4522;7.46158;21.5064;22.4522;7.46158;-1;-1;-1;5.49328;5.49328;0;0;-7.88669;0;67.1663;56.3099;70.71;0;6;6;0;2;2;0;1;0;207
291;3.3670985;8.5550147;450568.69;372181.12;1548.1;1747.26;0.261144;576.62714;245.82338;719.05195;503.16222;425.91423;763.12944;607.81222;769.59208;1740;0.96354;0.006009208;87.470915;156.06853;1740;0.96354;0.006009208;87.470915;156.06853;199.166;68.1559;66.8213;76.6522;0.032351425;0.007011944;0.006217418;0.007808703;1.7812751;1.0607334;3.18349;1.09675;0.1181975;0.11588301;0.13293204;0.15169406;2.05712;42.8318;22.2575;22.9273;7.65828;22.706;23.0867;7.2618;22.706;23.0867;7.2618;-1;-1;-1;8.22427;4.94129;6.80133;1740;0.96354;11.3453;71.565;78.6901;79.2157;90;3;3;0;0;0;0;1;7;200
292;3.3680811;8.5673289;451936.69;372289.12;1430.73;1521.42;0.088776;336.20397;224.49844;368.8636;303.53522;292.43178;363.56472;328.62754;387.73186;1492;0.67561;0.034709763;210.22331;310.56056;1496;0.719719;0.028233078;189.59818;294.13583;90.6836;48.9138;45.8551;50.1849;0.00546721;0.001863399;0.001754829;0.001744689;1.3300173;1.0603079;2.31163;1.22637;0.14548852;0.13639072;0.14926931;0.56393796;4.82386;32.5305;19.2597;18.7427;7.22407;20.8992;21.7902;6.63248;20.9568;22.7885;6.77781;20.2536;20.529;5.25565;14.7141;15.5862;6.9742;1496;0.719719;27.6059;75.9638;78.6901;68.1986;71.7192;0;0;0;0;0;0;5;25;92
293;3.3488654;8.5663652;451828.69;370165.12;1327.39;1535.64;0.381672;697.10822;489.68372;799.3675;640.49174;548.86356;851.82859;724.32786;858.73398;1486;0.761641;0.070425985;299.44807;416.33552;1499;0.824067;0.042809934;233.46798;362.70233;208.245;95.0297;82.1465;105.768;0.045203336;0.014386553;0.011572988;0.016295343;1.5174587;1.0801961;2.16209;1.10916;0.13631981;0.11783893;0.1517242;0.33490924;5.19522;38.1456;22.2125;23.2638;7.31578;22.7816;24.1495;7.329;22.9956;24.4598;7.35367;20.279;20.8359;6.68091;17.1764;17.8227;4.9319;1490;0.780849;30.7646;125.538;120.964;123.024;89.3001;3;3;0;0;0;0;14;36;209
294;3.3495213;8.5767349;452980.69;370237.12;1298.06;1407.31;0.222264;531.97303;406.08397;586.64273;509.49852;412.99688;633.68372;531.05816;619.36743;1340;0.383868;0.12604919;400.61304;503.35627;1369;0.649318;0.046791837;244.08444;336.26933;109.248;85.4575;83.5302;86.5829;0.011695252;0.006447146;0.005890262;0.00643451;1.355556;1.1288974;1.64174;1.30537;0.16064258;0.15701952;0.16275804;0.4588286;2.7839;37.4617;19.5717;19.5594;8.73988;19.6744;19.9835;8.94878;16.9958;15.6171;8.4797;24.2597;23.4726;7.85338;19.1155;19.0775;7.84342;1364;0.603551;35.9894;60.9454;144.462;144.462;141.31;0;0;0;0;0;0;30;38;110
295;3.3433364;8.5838669;453772.69;369553.12;1234.92;1315.29;0.193752;496.68169;398.55841;555.85104;486.11807;407.68396;573.99379;494.72871;569.20997;1288;0.660426;0.051382299;255.77719;442.88543;1298;0.784846;0.023876567;1.74E+02;335.71695;80.3727;66.7784;60.3079;65.2666;0.00888896;0.004327644;0.003582744;0.004233468;1.3133748;1.0944503;3.25875;1.27599;0.13444917;0.12142155;0.13140529;0.35104504;1.12866;33.163;14.8029;13.4914;8.78532;14.9313;13.796;9.05936;14.7637;13.4329;9.3069;15.9142;17.5583;7.55538;13.8331;13.0153;6.4433;1295;0.74752;23.9427;16.6992;26.5651;18.4349;112.497;2;1;1;2;2;0;11;17;82
296;3.3260821;8.6007252;455644.69;367645.12;940.163;1022.57;0.077112;313.34014;80.498448;325.99388;217.29264;257.84198;340.99688;310.97876;341.52597;1022;0.993095;0.0000759;9.8304442;45.661394;1022;0.993095;0.0000759;9.8304442;45.661394;82.4063;24.5665;25.9393;31.0117;0.003977538;0.000714704;0.000480032;0.001032129;1.1879971;1.0753394;21.5751;1.00924;0.07840211;0.0827833;0.09897142;0.031373076;5.27922;32.2413;16.3216;14.4146;6.19742;16.4415;14.4925;6.15506;16.4415;14.4925;6.15506;-1;-1;-1;7.68863;7.68863;0;1022;0.993095;8.17518;6.34023;116.565;161.565;90;0;0;0;0;0;0;1;0;83
297;3.328035;8.5978078;455320.69;367861.12;1005.6;1145.43;0.15552;444.98787;257.842;433.79551;373.64265;396;493.49535;441.09187;501.42199;1126;0.86103;0.012525079;126.28311;147.92509;1127;0.868181;0.011696622;122.03525;142.56289;139.83;54.0007;48.111;59.8835;0.012920368;0.003862688;0.003131919;0.004049473;1.2697272;1.0656958;1.36842;1.0278;0.12135327;0.10811747;0.13457343;0.27424398;3.38801;33.6008;20.566;21.2288;7.30946;20.8041;21.428;7.33089;20.8107;21.428;7.35909;19.9586;19.9586;0;17.1261;17.5366;6.38848;1127;0.868181;19.9586;174.289;116.565;111.038;90;0;0;0;0;0;0;2;18;141
298;3.3303158;8.6000753;455572.69;368113.12;1094.72;1205.69;0.118584;388.56896;237.79984;403.9036;326.73254;337.86595;419.64673;386.51852;433.4974;1160;0.588256;0.050391393;253.29886;314.68545;1185;0.813541;0.01178982;122.52046;157.50573;110.971;65.9954;62.306;70.8496;0.00780229;0.003269947;0.002785457;0.00341001;1.2446201;1.0640301;1.66985;1.11506;0.16984208;0.16034742;0.18233471;0.31531203;3.31153;34.9212;20.533;20.7312;7.62174;20.9131;21.4155;7.66503;21.4388;22.149;7.94762;19.5308;18.3861;6.81141;16.808;16.5711;6.3578;1185;0.813541;32.083;77.4712;135;138.366;123.841;0;0;0;0;0;0;26;20;112
299;3.3133703;8.5764263;452944.69;366241.12;786.839;866.026;0.081648;322.42435;245.82338;362.24128;303.41626;268.99686;360.00003;321.46521;389.39955;865;0.987047;0.000125915;12.661762;26.284859;866;0.999676;0.000000079;0.31720043;0.65848446;79.187;27.5687;27.2062;30.5715;0.005029395;0.000968563;0.000842155;0.001314115;1.4585967;1.044533;4.30946;1.02046;0.085504289;0.084380032;0.094817505;0.000983798;1.45936;26.1122;14.2347;14.8501;6.60504;14.3852;15.3177;6.51461;14.3852;15.3177;6.51461;-1;-1;-1;2.7943;2.7943;0;865;0.987047;5.10762;150.255;143.13;146.31;90;2;2;0;0;0;0;2;0;81
